duration,protocol_type,src_port,dst_port,pkt_count,byte_count,avg_pkt_size,flow_iat_mean,flow_iat_std,fwd_pkt_count,bwd_pkt_count,fwd_byte_count,bwd_byte_count,syn_flag,ack_flag,rst_flag,fin_flag,psh_flag,urg_flag,login_attempts,label
15.1116,6,11344,923,45,22815,507.0,0.077941,0.237379,21,24,13689,9126,0,0,0,1,1,0,1,BENIGN
25.6963,1,49356,839,97,15908,164.0,0.468628,0.225798,52,45,9544,6364,0,1,0,0,0,0,0,BENIGN
11.2817,1,31487,359,4522,325584,72.0,0.154302,0.049262,2421,2101,195350,130234,1,0,1,0,0,0,0,PortScan
8.0797,1,3742,13,75,32250,430.0,0.325831,0.011062,52,23,19350,12900,0,1,0,0,0,0,1,BENIGN
26.0695,1,32139,38,3084,240552,78.0,0.377092,0.020953,2158,926,144331,96221,1,0,1,0,0,0,0,PortScan
124.8617,6,4598,778,39806,2786420,70.0,0.402706,0.062614,21083,18723,1671852,1114568,1,0,0,0,0,0,0,DDoS
0.1755,1,36412,122,28,5572,199.0,0.170993,0.123786,17,11,3343,2229,0,1,0,1,1,0,6,PrivilegeEscalation
0.5261,1,54404,98,10,4300,430.0,0.277194,0.280401,4,6,2580,1720,1,0,0,0,1,0,1,PrivilegeEscalation
24.5572,1,39209,372,30,8310,277.0,0.201556,0.235718,16,14,4986,3324,0,1,0,0,0,0,1,BENIGN
0.9045,17,28889,524,34,9554,281.0,0.369853,0.243944,22,12,5732,3822,0,1,0,1,0,0,0,BENIGN
49.8617,17,4936,178,775,1569375,2025.0,0.091773,0.177989,374,401,941625,627750,0,1,0,0,1,0,2,Ransomware
15.3295,6,12020,473,33,8910,270.0,0.20953,0.195599,17,16,5346,3564,0,1,0,0,1,0,0,BENIGN
3.287,17,23832,586,1089,47916,44.0,0.456352,0.119903,599,490,28749,19167,1,0,1,0,0,0,0,PortScan
22.7074,6,52176,540,422,38402,91.0,0.245327,0.089313,177,245,23041,15361,0,0,0,1,0,0,0,DNS-Tunneling
4.65,1,22281,877,69,18285,265.0,0.118738,0.10555,34,35,10971,7314,0,1,0,0,1,0,1,BENIGN
19.835,1,46798,872,32,9728,304.0,0.474133,0.176673,14,18,5836,3892,1,1,0,1,1,0,0,BENIGN
46.0093,1,5618,710,268,283276,1057.0,0.19872,0.064334,120,148,169965,113311,0,1,0,0,1,0,1,Ransomware
4.697,6,64077,768,15,6045,403.0,0.165124,0.133004,9,6,3627,2418,1,0,0,1,0,0,0,Malware-C2
6.6254,17,38445,27,61,27755,455.0,0.066371,0.076928,33,28,16653,11102,0,1,0,1,0,0,1,BENIGN
15.854,1,48733,639,82,16482,201.0,0.364424,0.039807,39,43,9889,6593,0,1,0,0,1,0,1,BENIGN
25.7197,6,4380,928,99,34848,352.0,0.424641,0.191577,44,55,20908,13940,0,1,0,0,1,0,1,BENIGN
1.5381,6,4441,837,62,16368,264.0,0.087215,0.114774,31,31,9820,6548,0,0,0,0,1,0,0,Malware-C2
4.9747,1,45667,162,28,10640,380.0,0.063689,0.197899,12,16,6384,4256,0,1,0,0,1,0,3,PrivilegeEscalation
2.9489,17,36872,55,26,11284,434.0,0.492833,0.247192,16,10,6770,4514,1,1,0,0,0,0,0,Malware-C2
84.6817,1,21913,134,1337,9762774,7302.0,0.439569,0.070519,781,556,5857664,3905110,1,0,0,1,1,0,0,DataExfiltration
7.3285,17,39530,10,766,61280,80.0,0.177323,0.042257,435,331,36768,24512,0,1,0,0,0,0,0,DNS-Tunneling
0.5267,17,1199,1015,15,12975,865.0,0.189764,0.167776,9,6,7785,5190,0,0,0,1,1,0,1,SQL-Injection
0.4058,17,24434,372,13,17784,1368.0,0.333764,0.146233,8,5,10670,7114,0,1,0,1,1,0,0,SQL-Injection
25.1452,6,33237,184,45,11880,264.0,0.0068,0.158354,19,26,7128,4752,0,1,0,0,1,0,0,BENIGN
18.5588,17,42237,719,66,29304,444.0,0.22597,0.075372,35,31,17582,11722,0,1,0,0,0,0,0,BENIGN
5.3963,6,9159,828,64,8384,131.0,0.088909,0.210941,32,32,5030,3354,0,1,0,0,1,0,1,BENIGN
1.4906,6,50466,3,30,19260,642.0,0.328708,0.052397,16,14,11556,7704,0,1,0,1,1,0,0,SQL-Injection
17.4469,6,26031,908,26,12792,492.0,0.171584,0.148386,15,11,7675,5117,0,1,0,0,0,0,0,BENIGN
12.7845,6,62583,707,15754,819208,52.0,0.082538,0.083312,10451,5303,491524,327684,1,0,0,0,0,1,0,DDoS
19.0708,17,50237,504,3330,183150,55.0,0.289668,0.266827,2081,1249,109890,73260,1,0,1,0,0,0,0,PortScan
29.4795,1,52713,402,51,22236,436.0,0.182816,0.090552,28,23,13341,8895,0,1,0,0,1,0,0,BENIGN
24.3221,1,27929,322,64,20672,323.0,0.064915,0.209263,43,21,12403,8269,1,1,0,0,1,0,0,BENIGN
20.0134,6,15755,35,51,17289,339.0,0.08322,0.087198,31,20,10373,6916,0,0,0,0,1,0,0,BENIGN
10.4281,1,42922,725,84,21588,257.0,0.124877,0.066014,45,39,12952,8636,0,1,0,1,0,0,1,BENIGN
53.9005,1,13734,840,123,8856,72.0,0.438866,0.249912,83,40,5313,3543,1,1,0,0,0,0,0,DNS-Tunneling
2.4724,6,43440,201,30,12300,410.0,0.103577,0.296275,12,18,7380,4920,1,1,0,0,1,0,8,PrivilegeEscalation
0.1242,1,11391,360,20,21480,1074.0,0.151655,0.035844,13,7,12888,8592,0,1,1,1,1,0,1,XSS
12.1201,17,24517,881,9,2790,310.0,0.082057,0.247995,3,6,1674,1116,0,1,0,1,0,0,0,BENIGN
24.1726,17,22124,477,682,114576,168.0,0.182539,0.170484,469,213,68745,45831,0,0,0,1,0,0,0,DNS-Tunneling
0.6469,17,53131,910,61,4880,80.0,0.458096,0.138297,35,26,2928,1952,1,0,0,0,0,0,0,Malware-C2
5.8389,1,7764,842,540,28080,52.0,0.138361,0.229747,241,299,16848,11232,1,0,1,0,0,0,0,PortScan
11.4437,1,53819,182,123,4305,35.0,0.331275,0.272092,70,53,2583,1722,0,0,0,0,0,0,0,ARP-Spoofing
13.9318,17,15635,792,68,25568,376.0,0.070276,0.163008,35,33,15340,10228,0,0,0,1,1,0,1,BENIGN
27.5053,17,51328,286,1266,70896,56.0,0.39714,0.236631,704,562,42537,28359,1,0,1,0,0,0,0,PortScan
26.7715,17,43064,39,96,34560,360.0,0.302091,0.136201,43,53,20736,13824,0,1,0,0,0,0,1,BENIGN
0.7321,6,64566,352,24,7752,323.0,0.229028,0.084975,15,9,4651,3101,0,1,0,0,1,0,0,BENIGN
2.995,6,50689,850,6,2070,345.0,0.435506,0.140352,4,2,1242,828,1,1,0,0,0,0,1,BENIGN
57.5673,17,11259,993,428,1004088,2346.0,0.16231,0.178155,201,227,602452,401636,1,0,0,0,1,0,2,Ransomware
13.882,1,43072,318,6,1122,187.0,0.420785,0.103833,3,3,673,449,1,1,0,0,1,0,0,BENIGN
2.9274,17,62171,961,17,6851,403.0,0.192067,0.168387,9,8,4110,2741,0,1,0,0,1,0,0,Malware-C2
21.7947,17,17430,452,52,22724,437.0,0.464603,0.216917,24,28,13634,9090,0,1,0,1,0,0,0,BENIGN
55.8121,1,50010,84,381,42291,111.0,0.371344,0.144333,177,204,25374,16917,1,0,1,0,0,0,300,SSH-Bruteforce
1.3719,1,30432,113,22,10032,456.0,0.379689,0.099513,11,11,6019,4013,0,1,0,0,1,0,0,BENIGN
5.5779,1,58856,246,20,9220,461.0,0.4926,0.12722,12,8,5532,3688,0,0,0,0,0,0,1,GeoAnomaly
0.1018,17,21029,880,24,10944,456.0,0.147114,0.109287,10,14,6566,4378,0,1,0,0,0,0,0,Malware-C2
19.5413,6,2923,115,84,18396,219.0,0.029845,0.283605,34,50,11037,7359,0,1,0,1,0,0,1,BENIGN
6.2047,17,64688,400,66,15510,235.0,0.128059,0.224209,46,20,9306,6204,1,1,0,1,0,0,1,BENIGN
10.5255,6,16161,577,3922,290228,74.0,0.150691,0.008239,2087,1835,174136,116092,1,0,1,0,0,0,0,PortScan
2.116,6,64848,212,24,10704,446.0,0.354021,0.246997,11,13,6422,4282,0,1,0,0,0,0,0,BENIGN
10.519,6,40100,813,152,4712,31.0,0.007898,0.273092,97,55,2827,1885,0,0,0,0,0,0,0,ARP-Spoofing
2.9595,1,63809,981,30,14730,491.0,0.262353,0.221559,17,13,8838,5892,0,1,0,0,1,0,1,BENIGN
25.0401,1,12558,555,42,8148,194.0,0.034908,0.148229,18,24,4888,3260,0,1,0,0,0,0,0,BENIGN
18.1564,17,43465,461,90,12330,137.0,0.255979,0.212547,55,35,7398,4932,0,0,0,1,0,0,1,BENIGN
13.4572,17,49661,428,89,37647,423.0,0.101764,0.287176,46,43,22588,15059,0,0,0,0,0,0,0,BENIGN
2.827,6,6579,563,51,17289,339.0,0.282104,0.195099,20,31,10373,6916,1,1,0,1,0,0,0,Malware-C2
15.7239,17,14260,186,3391,196678,58.0,0.101248,0.161971,1387,2004,118006,78672,1,0,1,0,0,0,0,PortScan
11.8538,1,45222,700,51,21777,427.0,0.155019,0.165249,32,19,13066,8711,0,1,0,0,0,0,0,BENIGN
4.6463,6,47778,451,29,8787,303.0,0.313344,0.248157,17,12,5272,3515,1,1,0,0,0,0,4,PrivilegeEscalation
2.9434,17,39846,895,46,12742,277.0,0.061786,0.068515,21,25,7645,5097,1,1,0,1,0,0,0,Malware-C2
20.31,6,21552,103,77,7084,92.0,0.052284,0.24348,52,25,4250,2834,1,1,0,0,0,0,1,BENIGN
29.3614,17,15893,249,4228,198716,47.0,0.176774,0.058362,2068,2160,119229,79487,1,0,1,0,0,0,0,PortScan
1.6215,17,31585,850,16,13440,840.0,0.303919,0.16373,6,10,8064,5376,1,1,0,1,1,0,2,SQL-Injection
2.7257,6,8455,958,94,6486,69.0,0.263466,0.205899,46,48,3891,2595,1,1,1,1,1,0,0,BENIGN
0.2368,17,6595,196,14,5516,394.0,0.422106,0.071599,7,7,3309,2207,0,1,0,1,0,0,0,BENIGN
234.6915,6,63790,841,39073,1680139,43.0,0.199844,0.089835,19486,19587,1008083,672056,1,0,0,0,0,1,0,DDoS
28.4135,17,52486,14,858,1531530,1785.0,0.06675,0.193348,396,462,918918,612612,0,0,0,0,0,0,0,Ransomware
7.0206,1,36690,119,19,9177,483.0,0.08158,0.121901,11,8,5506,3671,0,1,0,0,0,0,0,BENIGN
15.7842,6,59745,375,97,16199,167.0,0.297633,0.276227,39,58,9719,6480,1,1,0,0,1,0,0,BENIGN
24.8103,17,13792,277,93,45291,487.0,0.137645,0.266465,40,53,27174,18117,0,1,0,0,1,0,0,BENIGN
33.4387,1,24432,614,348,31320,90.0,0.281009,0.249026,176,172,18792,12528,1,0,0,1,0,0,0,DNS-Tunneling
8.707,17,55472,1010,88,23672,269.0,0.180422,0.199959,52,36,14203,9469,0,1,0,1,0,0,1,BENIGN
1.1153,6,15232,594,26,19838,763.0,0.484762,0.023898,16,10,11902,7936,0,1,0,0,1,0,5,GeoAnomaly
25.6752,17,7911,713,96,25344,264.0,0.376509,0.135834,41,55,15206,10138,0,1,0,1,0,0,1,BENIGN
28.6939,17,16807,505,4505,193715,43.0,0.432294,0.290748,2581,1924,116229,77486,1,0,1,0,0,0,0,PortScan
26.4689,1,5126,884,42,10122,241.0,0.048454,0.046482,17,25,6073,4049,0,1,0,0,0,0,0,BENIGN
1.9693,6,55175,620,4,6368,1592.0,0.232059,0.077482,1,3,3820,2548,1,1,0,0,1,0,2,SQL-Injection
170.1787,1,30324,394,2303,10708950,4650.0,0.39629,0.147761,1359,944,6425370,4283580,0,1,0,0,1,0,0,DataExfiltration
1.9413,1,3104,720,17,20553,1209.0,0.18108,0.105209,11,6,12331,8222,0,1,0,1,1,0,0,SQL-Injection
14.6389,17,37676,797,94,47940,510.0,0.015929,0.002684,58,36,28764,19176,1,1,0,0,0,0,1,BENIGN
24.1186,17,28242,28,66,13860,210.0,0.315057,0.050731,40,26,8316,5544,0,1,0,0,0,0,0,BENIGN
10.9936,17,7907,266,70,14630,209.0,0.321613,0.066559,37,33,8778,5852,0,1,0,1,0,0,1,BENIGN
14.0284,17,31595,545,18,8820,490.0,0.283169,0.005861,11,7,5292,3528,0,1,0,0,0,0,1,BENIGN
25.4904,17,51997,533,14,5138,367.0,0.012369,0.090914,6,8,3082,2056,1,1,0,0,0,0,0,BENIGN
0.0562,6,39199,329,18,12744,708.0,0.303744,0.201049,11,7,7646,5098,1,1,0,1,1,0,0,XSS
61.2865,6,32174,725,265,47700,180.0,0.070725,0.110063,116,149,28620,19080,1,1,1,0,0,0,186,SSH-Bruteforce
140.1207,17,50452,203,9273,21513360,2320.0,0.094733,0.215801,5757,3516,12908016,8605344,0,1,0,0,1,0,0,DataExfiltration
21.0652,17,49219,353,67,11725,175.0,0.470399,0.029116,34,33,7035,4690,1,1,0,0,1,0,1,BENIGN
25.9674,1,42776,303,14654,762008,52.0,0.469271,0.196704,7904,6750,457204,304804,1,0,0,0,0,1,0,DDoS
7.4727,6,11003,686,58,26100,450.0,0.11378,0.03289,34,24,15660,10440,1,0,0,0,0,0,1,BENIGN
206.1779,1,56850,849,5964,304164,51.0,0.369314,0.108254,2471,3493,182498,121666,1,0,0,0,0,1,0,DDoS
4.1818,17,14152,624,26,2756,106.0,0.482973,0.077446,17,9,1653,1103,0,1,0,1,1,0,0,BENIGN
296.2383,6,14698,116,5188,38546840,7430.0,0.110701,0.238373,2993,2195,23128104,15418736,1,0,0,0,1,0,0,DataExfiltration
50.2945,6,54166,310,131,10742,82.0,0.493713,0.25826,82,49,6445,4297,1,1,1,1,0,0,178,SSH-Bruteforce
2.4142,1,45387,758,27,4077,151.0,0.355563,0.109708,12,15,2446,1631,0,1,1,0,1,0,9,PrivilegeEscalation
4.862,1,58135,256,8,2648,331.0,0.182053,0.24732,3,5,1588,1060,0,0,0,1,0,0,4,PrivilegeEscalation
6.0531,17,26234,724,830,1830150,2205.0,0.292513,0.089872,366,464,1098090,732060,0,1,0,0,0,0,0,Ransomware
19.9206,17,34945,739,80,2720,34.0,0.31976,0.028953,41,39,1632,1088,0,0,0,0,0,0,0,ARP-Spoofing
266.6927,6,31274,343,5458,36650470,6715.0,0.048045,0.298096,3505,1953,21990282,14660188,1,1,0,1,0,0,0,DataExfiltration
27.6357,17,32008,433,25,9275,371.0,0.239114,0.059992,16,9,5565,3710,0,1,0,0,1,0,0,BENIGN
26.6658,17,64136,448,536,1918880,3580.0,0.251953,0.270211,366,170,1151328,767552,0,1,0,0,1,0,2,Ransomware
25.0042,17,23779,275,91,39221,431.0,0.481358,0.206309,59,32,23532,15689,0,1,0,0,0,0,1,BENIGN
8.7224,1,55174,325,985,2342330,2378.0,0.227359,0.156313,668,317,1405398,936932,0,1,0,0,1,0,1,Ransomware
27.1127,6,14524,50,27,4293,159.0,0.443544,0.010673,15,12,2575,1718,1,1,0,0,0,0,1,BENIGN
6.544,1,63552,536,33,3465,105.0,0.305645,0.131202,19,14,2079,1386,0,1,1,0,0,0,0,BENIGN
46.3336,6,17594,269,212,31164,147.0,0.150316,0.105195,115,97,18698,12466,1,0,1,0,1,0,243,SSH-Bruteforce
0.6658,1,36391,802,16,7232,452.0,0.228306,0.066222,8,8,4339,2893,0,1,0,0,0,0,6,PrivilegeEscalation
1.8374,17,36061,586,11,15389,1399.0,0.100362,0.246077,6,5,9233,6156,0,0,0,0,1,0,2,SQL-Injection
21.5027,1,5102,147,20,8520,426.0,0.380432,0.216538,13,7,5112,3408,0,1,0,1,0,0,1,BENIGN
5.2279,17,39331,730,74,13246,179.0,0.38414,0.220027,47,27,7947,5299,0,1,0,1,1,0,0,BENIGN
10.212,17,55204,797,878,49168,56.0,0.310331,0.093636,569,309,29500,19668,1,0,1,0,0,0,0,PortScan
3.868,1,55946,390,13,4862,374.0,0.175194,0.071601,7,6,2917,1945,0,0,0,0,0,0,0,Malware-C2
9.1656,1,39973,386,14,6090,435.0,0.288574,0.212949,7,7,3654,2436,0,1,0,0,1,0,0,BENIGN
18.6145,1,41846,549,69,20907,303.0,0.119371,0.038128,43,26,12544,8363,1,1,0,1,0,0,0,BENIGN
0.9921,6,20796,44,13,10023,771.0,0.479467,0.283875,8,5,6013,4010,0,0,0,1,1,0,0,XSS
4.2213,17,18497,905,21,8610,410.0,0.428497,0.226056,13,8,5166,3444,0,1,0,1,1,0,9,PrivilegeEscalation
131.0859,1,1901,531,10417,802109,77.0,0.28305,0.048131,4358,6059,481265,320844,1,0,0,0,0,1,0,DDoS
2.6238,1,5003,15,17,2771,163.0,0.2154,0.059264,10,7,1662,1109,0,1,0,0,1,0,0,Malware-C2
9.8525,6,39829,947,14,4774,341.0,0.32334,0.193338,8,6,2864,1910,0,1,0,0,0,0,0,BENIGN
11.6686,17,1935,292,46232,2912616,63.0,0.417958,0.158637,23290,22942,1747569,1165047,1,0,0,0,0,1,0,DDoS
25.3189,1,9799,333,63,22365,355.0,0.162048,0.118209,27,36,13419,8946,0,1,0,0,1,0,0,BENIGN
21.3975,1,60477,605,4364,288024,66.0,0.195223,0.145929,2335,2029,172814,115210,1,0,0,0,0,0,0,PortScan
0.2349,17,30509,99,10,3000,300.0,0.178851,0.027646,5,5,1800,1200,1,1,0,0,1,0,2,PrivilegeEscalation
3.7506,1,55312,246,59,9912,168.0,0.253709,0.146665,38,21,5947,3965,1,1,0,0,0,0,0,Malware-C2
8.9165,17,37549,97,41,10209,249.0,0.334035,0.072907,20,21,6125,4084,0,1,0,1,1,0,0,BENIGN
27.3706,6,14682,779,46,15548,338.0,0.106087,0.236524,24,22,9328,6220,1,0,0,0,1,0,0,BENIGN
50.4816,6,23760,695,115,26565,231.0,0.085628,0.051022,68,47,15939,10626,1,1,0,0,0,0,284,SSH-Bruteforce
162.8034,1,19556,302,1375,1713250,1246.0,0.169541,0.118996,875,500,1027950,685300,0,1,0,1,1,0,0,DataExfiltration
19.9573,17,53405,750,58,24650,425.0,0.422846,0.067437,23,35,14790,9860,0,0,0,0,0,0,1,BENIGN
26.2129,6,12477,144,40,19240,481.0,0.016977,0.17403,26,14,11544,7696,0,1,0,1,0,0,0,BENIGN
198.3945,17,7968,781,45785,4258005,93.0,0.297584,0.053906,31129,14656,2554803,1703202,1,0,0,0,0,0,0,DDoS
18.9639,1,60193,854,60,28980,483.0,0.499749,0.204139,24,36,17388,11592,1,1,0,1,0,0,0,BENIGN
13.1911,17,59444,227,2472,126072,51.0,0.336209,0.012912,1592,880,75643,50429,1,0,0,0,0,0,0,PortScan
15.677,6,23362,290,33,15477,469.0,0.254818,0.155358,14,19,9286,6191,1,1,0,1,1,0,0,BENIGN
12.7967,1,47014,695,608,27360,45.0,0.264762,0.254922,397,211,16416,10944,1,0,1,0,0,0,0,PortScan
1.0416,1,26650,384,23,25323,1101.0,0.327342,0.084898,11,12,15193,10130,0,1,0,0,1,0,1,SQL-Injection
14.3541,17,6051,324,4288,231552,54.0,0.455883,0.185119,1787,2501,138931,92621,1,0,1,0,0,0,0,PortScan
23.6859,17,9861,743,18,3348,186.0,0.446582,0.112458,9,9,2008,1340,0,0,0,1,0,0,1,BENIGN
26.6533,6,18642,213,77,5698,74.0,0.040744,0.088213,45,32,3418,2280,0,1,0,1,0,0,1,BENIGN
18.2276,17,50015,713,63,31689,503.0,8.2e-05,0.146824,37,26,19013,12676,0,0,0,0,1,0,0,BENIGN
69.0559,17,18034,203,123,11316,92.0,0.196804,0.221441,58,65,6789,4527,0,1,1,0,1,0,106,SSH-Bruteforce
2.6802,1,1756,706,8,3560,445.0,0.361742,0.032044,5,3,2136,1424,0,1,0,0,0,0,1,BENIGN
1.9164,1,18083,154,15,6300,420.0,0.310139,0.096451,6,9,3780,2520,0,1,0,1,1,0,0,BENIGN
2.3136,17,12860,512,35,6650,190.0,0.11745,0.255042,15,20,3990,2660,1,1,0,0,0,0,0,BENIGN
2.1627,6,34435,327,19,1311,69.0,0.368167,0.046557,12,7,786,525,1,1,0,1,0,0,1,BENIGN
283.0088,1,44940,674,22616,1040336,46.0,0.181374,0.133815,9541,13075,624201,416135,1,0,0,0,0,1,0,DDoS
4.9972,6,18172,762,48,17088,356.0,0.393932,0.269918,20,28,10252,6836,0,1,0,0,0,0,0,Malware-C2
4.605,1,58633,721,81,37017,457.0,0.205885,0.175922,37,44,22210,14807,0,1,0,0,0,0,1,BENIGN
25.5948,17,37407,523,10,710,71.0,0.368759,0.1165,4,6,426,284,0,1,0,1,0,0,1,BENIGN
5.9588,17,43935,653,30,16260,542.0,0.084391,0.202869,19,11,9756,6504,0,1,0,0,0,0,4,GeoAnomaly
15.118,1,8051,973,97,24444,252.0,0.305859,0.116755,39,58,14666,9778,0,1,0,0,1,0,0,BENIGN
253.1178,17,58083,395,8742,9659910,1105.0,0.080947,0.216576,3986,4756,5795946,3863964,0,1,0,1,0,0,0,DataExfiltration
1.0881,1,54218,1007,45,22815,507.0,0.172758,0.234615,26,19,13689,9126,1,0,0,0,0,0,0,Malware-C2
5.4817,6,33281,14,28,2968,106.0,0.193671,0.216223,16,12,1780,1188,0,0,0,1,0,0,1,BENIGN
12.5989,17,53511,291,21,3759,179.0,0.295922,0.022574,12,9,2255,1504,0,1,0,1,0,0,0,BENIGN
26.7699,1,57380,143,25,2500,100.0,0.288104,0.276721,16,9,1500,1000,1,1,0,0,0,0,0,BENIGN
12.1909,6,44722,143,80,20480,256.0,0.061376,0.26997,37,43,12288,8192,0,1,0,1,0,0,0,BENIGN
11.702,6,26445,303,45,3240,72.0,0.032519,0.202727,26,19,1944,1296,0,1,0,1,1,0,1,BENIGN
21.5371,17,53076,389,84,35112,418.0,0.154005,0.064274,57,27,21067,14045,0,0,0,0,1,0,1,BENIGN
1.6128,1,20616,475,30,40020,1334.0,0.455681,0.045095,15,15,24012,16008,0,1,0,0,1,0,1,SQL-Injection
26.1254,6,10557,586,82,18778,229.0,0.120136,0.191039,52,30,11266,7512,1,1,0,1,1,0,0,BENIGN
55.7566,17,37621,158,461,510327,1107.0,0.221803,0.151118,216,245,306196,204131,0,1,1,0,0,0,1,Ransomware
6.5255,1,42150,522,34,10982,323.0,0.046574,0.098535,23,11,6589,4393,1,0,0,1,1,0,4,GeoAnomaly
0.9072,1,55033,303,26,7488,288.0,0.13131,0.072378,13,13,4492,2996,1,1,0,0,0,0,0,Malware-C2
21.5888,6,61479,219,681,81720,120.0,0.25805,0.00101,375,306,49032,32688,0,1,0,0,1,0,0,DNS-Tunneling
37.8209,1,20337,616,842,3253488,3864.0,0.253136,0.027481,427,415,1952092,1301396,0,0,0,0,1,0,0,Ransomware
1.0257,17,1897,55,18,24048,1336.0,0.299176,0.211572,11,7,14428,9620,0,1,0,1,1,0,2,SQL-Injection
6.7613,1,25276,200,31,3255,105.0,0.073897,0.278829,13,18,1953,1302,0,0,0,1,0,0,1,BENIGN
0.4806,17,28514,618,13,8281,637.0,0.067515,0.237089,7,6,4968,3313,0,0,0,1,1,0,0,XSS
76.9067,6,36569,536,98,11172,114.0,0.27411,0.259848,57,41,6703,4469,1,1,1,0,0,0,123,SSH-Bruteforce
9.3522,6,49791,500,9,1359,151.0,0.279908,0.122194,4,5,815,544,1,1,1,0,1,0,0,BENIGN
0.2647,17,14441,149,8,9856,1232.0,0.36867,0.12363,5,3,5913,3943,0,0,0,0,0,0,0,SQL-Injection
97.959,1,8048,397,32992,2606368,79.0,0.124631,0.07546,16378,16614,1563820,1042548,1,0,0,0,0,1,0,DDoS
14.5739,1,52429,306,40,6200,155.0,0.490824,0.228904,21,19,3720,2480,0,1,0,0,1,0,1,BENIGN
12.035,6,36966,892,80,21280,266.0,0.453383,0.164369,36,44,12768,8512,0,1,0,0,0,0,1,BENIGN
27.6013,17,54934,370,49,11417,233.0,0.227497,0.196198,24,25,6850,4567,0,1,0,0,1,0,1,BENIGN
16.0149,17,37642,636,502,350396,698.0,0.277456,0.274611,244,258,210237,140159,0,1,0,0,1,0,2,Ransomware
11.811,1,7168,655,100,16600,166.0,0.489103,0.031091,58,42,9960,6640,1,1,0,0,0,0,0,BENIGN
6.8994,1,31523,552,775,57350,74.0,0.337271,0.235232,467,308,34410,22940,1,0,1,0,0,0,0,PortScan
21.9578,6,52336,889,54,22194,411.0,0.381477,0.276694,30,24,13316,8878,0,1,0,0,1,0,1,BENIGN
0.8102,17,6587,812,46,16652,362.0,0.023319,0.057826,25,21,9991,6661,1,1,0,0,0,0,0,Malware-C2
33.3526,17,46620,259,125,31375,251.0,0.449372,0.19401,66,59,18825,12550,1,0,1,0,0,0,261,SSH-Bruteforce
13.1043,17,50114,167,75,20250,270.0,0.488924,0.127602,30,45,12150,8100,1,1,0,1,0,0,1,BENIGN
13.1506,1,31039,508,99,14157,143.0,0.41314,0.182818,69,30,8494,5663,1,1,1,0,1,0,191,SSH-Bruteforce
147.6241,6,33673,768,29966,2607042,87.0,0.344828,0.144033,12106,17860,1564225,1042817,1,0,0,0,0,1,0,DDoS
11.0768,1,2705,145,184,24840,135.0,0.273959,0.267869,97,87,14904,9936,1,1,0,0,0,0,122,SSH-Bruteforce
12.2945,17,33729,162,139,22379,161.0,0.342207,0.143744,89,50,13427,8952,0,0,0,0,0,0,0,DNS-Tunneling
83.4494,17,32871,735,483,64722,134.0,0.437731,0.089803,317,166,38833,25889,1,0,1,0,0,0,295,SSH-Bruteforce
12.3514,6,38876,236,96,43680,455.0,0.094363,0.159991,41,55,26208,17472,0,1,0,0,0,0,1,BENIGN
13.0422,17,6847,492,100,11600,116.0,0.222393,0.002525,60,40,6960,4640,0,0,0,0,1,0,0,BENIGN
4.2055,17,53861,95,53,15529,293.0,0.28558,0.170283,34,19,9317,6212,1,1,0,0,1,0,0,Malware-C2
282.1411,1,56379,396,8173,33394878,4086.0,0.189598,0.057112,5582,2591,20036926,13357952,0,1,0,1,1,0,0,DataExfiltration
12.3476,1,36152,791,8,2448,306.0,0.049193,0.023742,3,5,1468,980,0,1,0,1,0,0,0,BENIGN
23.5101,17,61018,909,99,18810,190.0,0.14882,0.001307,46,53,11286,7524,0,1,0,1,0,0,0,BENIGN
2.4984,1,11843,330,87,15138,174.0,0.481685,0.291953,49,38,9082,6056,0,1,0,0,1,0,0,BENIGN
23.3673,6,13447,955,50,20050,401.0,0.074907,0.232797,34,16,12030,8020,1,0,0,1,0,0,0,BENIGN
29.6614,1,44294,104,65,28275,435.0,0.138326,0.042833,34,31,16965,11310,0,1,0,0,0,0,0,BENIGN
27.003,1,25385,64,2218,115336,52.0,0.07134,0.143539,1358,860,69201,46135,1,0,1,0,0,0,0,PortScan
5.0206,6,41884,331,68,29172,429.0,0.146168,0.168019,42,26,17503,11669,0,1,0,1,1,0,0,BENIGN
2.4295,1,27845,382,12,2328,194.0,0.011679,0.045558,7,5,1396,932,0,0,0,0,0,0,0,Malware-C2
28.6814,17,20122,750,71,20022,282.0,0.119478,0.217793,41,30,12013,8009,0,1,0,0,1,0,1,BENIGN
20.9607,1,22850,42,60,7800,130.0,0.231529,0.077109,38,22,4680,3120,0,1,0,0,0,0,0,BENIGN
52.1625,1,34761,275,191,20819,109.0,0.037866,0.187652,127,64,12491,8328,1,0,1,0,0,0,270,SSH-Bruteforce
12.4567,1,29135,337,23,7590,330.0,0.129339,0.064004,9,14,4554,3036,1,0,0,0,0,0,1,BENIGN
11.9556,6,30680,344,83,8798,106.0,0.059884,0.181478,56,27,5278,3520,0,0,0,0,1,0,0,BENIGN
29.2893,1,4260,395,3302,211328,64.0,0.280806,0.240098,1563,1739,126796,84532,1,0,1,0,0,0,0,PortScan
10.8764,6,33891,806,4648,292824,63.0,0.301944,0.150895,2387,2261,175694,117130,1,0,1,0,0,0,0,PortScan
20.3574,1,8239,531,3171,161721,51.0,0.303811,0.103058,1629,1542,97032,64689,1,0,1,0,0,0,0,PortScan
